C00413716|03222013|2500|1|2500
C00302844|02222013|225|1|225
C00522425|04052013|5000|5|20250
C00491241|03082013|500|2|1000
C00200907|11222013|408|1|408
C00163832|02012013|416|25|9708
C00401224|01252013|250|1|250
C00315747|02052013|1000|6|4900
C00041061|11152013|250|4|1000
C00143230|01162013|5000|1|5000
C00029447|12162013|425|1|425
C00331835|05232013|500|1|500
C00397851|01182013|219|1|219
C00411553|01312013|1000|1|1000
C00031088|10072013|1000|1|1000
C00096156|01252013|225|1|225
C00241380|12052013|350|13|4622
C00254953|01252013|665|1|665
C00478404|02282013|416|4|1664
C00034785|02252013|1500|1|1500
C00005660|01302013|250|2|500
C00491654|11052013|5000|1|5000
C00009704|10312013|250|2|500
C00391029|05212013|1000|1|1000
C00333658|10292013|250|1|250
C00435735|02282013|208|2|416
C00253260|12172013|1000|1|1000
C00038505|01282013|250|1|250
C00406892|01082013|480|1|480
C00167320|02042013|2500|1|2500
C00308676|12162013|501|1|501
C00317503|11112013|500|1|500
C00501197|04302013|2000|1|2000
C00325449|01232013|1375|2|2750
C00513531|08092013|2500|1|2500
C00541565|03192013|500|1|500
C00498667|09182013|1400|1|1400
C00041038|02282013|200|1|200
C00486217|07052013|624|1|624
C00487470|04302013|250|1|250
C00442368|09272013|500|1|500
C00515494|02262013|500|2|1000
C00250399|02052013|1000|1|1000
C00540591|10082013|7800|1|7800
C00235309|03112013|1000|1|1000
C00111278|04102013|275|2|550
C00341271|02282013|200|3|784
C00326082|11052013|500|1|500
C00388421|03142013|5000|1|5000
C00342907|01082013|276|2|551
C00007450|01312013|212|3|922
C00245530|11212013|250|1|250
C00420398|10012013|2000|1|2000
C00300863|03272013|250|1|250
C00354753|02152013|215|1|215
C00502518|01312013|288|1|288
C00483677|02282013|208|1|208
C00108035|07312013|208|1|208
C00433482|02122013|5000|1|5000
C00039305|05302013|3000|1|3000
C00493312|03202013|625|2|1250
C00149641|02082013|725|2|1450
C00040535|10122013|2000|1|2000
C00393736|10312013|200|1|200
C00008474|01312013|416|2|832
C00040923|01312013|208|1|208
C00204099|02282013|208|1|208
C00323048|02282013|208|1|208
C00081414|10292013|1535|1|1535
C00304634|03292013|5000|1|5000
C00104471|01282013|1000|1|1000
C00072967|05312013|1000|1|1000
C00040998|01082013|1813|4|5125
C00409185|11212013|3000|1|3000
C00393298|12202013|222|1|222
C00344010|03182013|250|2|500
C00478800|12062013|200|2|400
C00148031|10312013|416|40|15219
C00009639|02282013|408|2|816
C00431551|02262013|500|1|500
C00339085|04252013|5000|1|5000
C00344234|02282013|1000|5|7100
C00149211|06302013|253|2|505
C00325076|01062013|260|1|260
C00139071|01312013|500|3|1250
C00432252|01312013|291|5|1622
C00095869|01222013|2000|1|2000
C00350462|01142013|5000|1|5000
C00274431|02282013|576|3|1902
C00314617|10302013|200|1|200
C00429662|10312013|338|25|7920
C00044776|02252013|2500|1|2500
C00019331|02082013|25|1|25
C00279380|01172013|300|1|300
C00216614|01052013|1500|1|1500
C00395285|03312013|500|1|500
C00080515|01312013|200|1|200
C00405050|11212013|1000|1|1000
C00365072|01152013|250|1|250
C00113803|02052013|250|7|1915
C00363770|11202013|2000|2|4000
C00196246|11182013|365|1|365
C00417063|01282013|500|4|2510
C00362707|01312013|400|1|400
C00161604|02282013|250|1|250
C00001016|01072013|300|2|599
C00409102|09032013|5000|1|5000
C00419986|01242013|200|1|200
C00044990|09102013|495|3|1490
C00008664|02062013|255|1|255
C00190934|02282013|750|4|2750
C00019380|02222013|570|1|570
C00024372|02152013|750|2|1500
C00164418|12052013|500|2|1000
C00461129|01312013|230|18|4602
C00486845|06212013|500|1|500
C00254581|10292013|250|1|250
C00405431|12172013|1000|1|1000
C00523738|11222013|500|1|500
C00102368|12232013|300|1|300
C00468876|12312013|2400|1|2400
C00463943|06302013|650|1|650
C00330118|01102013|813|2|1625
C00492355|01312013|250|1|250
C00005462|02012013|497|1|497
C00415026|02212013|1500|2|3000
C00104752|12312013|250|1|250
C00106435|01242013|200|1|200
C00326595|02282013|5000|1|5000
C00009985|02262013|1000|1|1000
C00349373|03312013|230|11|2639
C00109819|03292013|750|2|1500
C00370221|10042013|430|1|430
C00212308|01312013|266|6|1743
C00248716|02152013|700|1|700
C00240457|11222013|500|3|1400
C00387878|10112013|1500|1|1500
C00023580|10282013|250|3|750
C00356089|04032013|375|2|749
C00012484|01112013|300|1|300
C00484451|04172013|500|1|500
C00227744|06302013|500|158|91300
C00053553|12302013|250|1|250
C00354332|01112013|275|1|275
C00257329|11302013|416|11|4252
C00213819|10042013|1125|2|2250
C00453324|12052013|1000|1|1000
C00471169|12022013|5000|1|5000
C00170258|01022013|212|1|212
C00176388|10252013|213|2|426
C00097568|02082013|1050|1|1050
C00018028|02272013|250|1|250
C00207399|03082013|450|1|450
C00423012|11232013|1500|1|1500
C00461145|06172013|500|1|500
C00542068|06302013|1600|1|1600
C00515304|04082013|24|1|24
C00473827|06262013|1000|1|1000
C00350280|01082013|1000|1|1000
C00387290|09122013|120|1|120
C00407098|12312013|350|1|350
C00340828|12312013|346|3|987
C00415539|07182013|1000|1|1000
C00438358|09302013|1000|1|1000
C00455741|11082013|5000|1|5000
C00374298|12132013|300|2|600
C00540575|01252013|600|2|1200
C00410365|03272013|500|1|500
C00410068|01012013|1000|1|1000
C00389981|12162013|250|1|250
C00475392|03192013|2000|1|2000
C00515825|02212013|250|1|250
C00141747|05302013|750|4|3130
C00494096|05232013|2500|1|2500
C00422501|01112013|308|2|616
C00374066|02152013|200|1|200
C00395590|10222013|500|1|500
C00429001|01242013|2500|1|2500
C00107771|10312013|250|33|10783
C00376673|03082013|750|2|1500
C00435321|02282013|208|1|208
C00096842|01182013|366|22|7313
